CNOT,T,abc_and,abc_binary,abc_esop_cubes,abc_esop_literals,abc_esop_qcost,abc_esop_reported_cubes,abc_level,abc_script,anf_terms,correct,depth,error,explicit_ancilla,gates,index,method,n,n_qubits,name,onset_size,peak_ancilla,preset_name,score,skipped,source_manifest,time_s,truth_table_hex
24,32,,,,,,,,,6,True,27,,0,8,52,external_sshr_i_t,4,5,truth_n4_35,9,1,truth_n4_35,35.445,,benchmark_exports/traditional_resource_external_seed42,1.1430940628051758,4737
24,32,,,,,,,,,9,True,37,,0,18,54,external_sshr_i_t,4,5,truth_n4_37,9,1,truth_n4_37,35.695,,benchmark_exports/traditional_resource_external_seed42,0.825005054473877,DE8A
29,20,,,,,,,,,7,True,35,,0,17,57,external_sshr_h,4,5,truth_n4_40,8,1,truth_n4_40,23.855,,benchmark_exports/traditional_resource_external_seed42,0.00011801719665527344,CE4A
20,28,,,,,,,,,11,True,26,,0,12,56,external_sshr_i_cnot,4,5,truth_n4_39,5,1,truth_n4_39,31.310000000000002,,benchmark_exports/traditional_resource_external_seed42,0.3551809787750244,C241
22,32,,,,,,,,,8,True,34,,0,15,55,external_sshr_i_t,4,5,truth_n4_38,5,1,truth_n4_38,35.54,,benchmark_exports/traditional_resource_external_seed42,0.5966720581054688,1A9
19,28,,,,,,,,,6,True,25,,0,11,58,external_sshr_h,4,5,truth_n4_41,9,1,truth_n4_41,31.245,,benchmark_exports/traditional_resource_external_seed42,0.00012803077697753906,28DF
19,28,,,,,,,,,6,True,25,,0,11,58,external_sshr_i_cnot,4,5,truth_n4_41,9,1,truth_n4_41,31.245,,benchmark_exports/traditional_resource_external_seed42,0.0992581844329834,28DF
27,20,,,,,,,,,7,True,34,,0,16,57,external_sshr_i_cnot,4,5,truth_n4_40,8,1,truth_n4_40,23.75,,benchmark_exports/traditional_resource_external_seed42,0.399871826171875,CE4A
27,32,,,,,,,,,11,True,43,,0,24,59,external_sshr_h,4,5,truth_n4_42,9,1,truth_n4_42,35.965,,benchmark_exports/traditional_resource_external_seed42,0.00015401840209960938,B2B9
20,28,,,,,,,,,11,True,26,,0,12,56,external_sshr_i_t,4,5,truth_n4_39,5,1,truth_n4_39,31.310000000000002,,benchmark_exports/traditional_resource_external_seed42,0.6009831428527832,C241
27,20,,,,,,,,,7,True,32,,0,14,57,external_sshr_i_t,4,5,truth_n4_40,8,1,truth_n4_40,23.7,,benchmark_exports/traditional_resource_external_seed42,0.5371019840240479,CE4A
32,24,,,,,,,,,6,True,44,,0,21,60,external_sshr_h,4,5,truth_n4_43,6,1,truth_n4_43,28.150000000000002,,benchmark_exports/traditional_resource_external_seed42,0.0001239776611328125,6C30
25,20,,,,,,,,,6,True,29,,0,11,60,external_sshr_i_cnot,4,5,truth_n4_43,6,1,truth_n4_43,23.544999999999998,,benchmark_exports/traditional_resource_external_seed42,0.15209293365478516,6C30
26,32,,,,,,,,,11,True,41,,0,22,59,external_sshr_i_cnot,4,5,truth_n4_42,9,1,truth_n4_42,35.875,,benchmark_exports/traditional_resource_external_seed42,0.43617796897888184,B2B9
31,20,,,,,,,,,10,True,37,,0,19,61,external_sshr_h,4,5,truth_n4_44,8,1,truth_n4_44,23.985,,benchmark_exports/traditional_resource_external_seed42,0.00012230873107910156,571A
27,20,,,,,,,,,10,True,34,,0,16,61,external_sshr_i_cnot,4,5,truth_n4_44,8,1,truth_n4_44,23.75,,benchmark_exports/traditional_resource_external_seed42,0.4186427593231201,571A
26,20,,,,,,,,,6,True,28,,0,10,60,external_sshr_i_t,4,5,truth_n4_43,6,1,truth_n4_43,23.560000000000002,,benchmark_exports/traditional_resource_external_seed42,0.6549379825592041,6C30
28,24,,,,,,,,,6,True,40,,0,17,62,external_sshr_h,4,5,truth_n4_45,6,1,truth_n4_45,27.890000000000004,,benchmark_exports/traditional_resource_external_seed42,0.00011920928955078125,4722
19,28,,,,,,,,,6,True,24,,0,10,58,external_sshr_i_t,4,5,truth_n4_41,9,1,truth_n4_41,31.220000000000002,,benchmark_exports/traditional_resource_external_seed42,1.136159896850586,28DF
26,32,,,,,,,,,11,True,41,,0,22,59,external_sshr_i_t,4,5,truth_n4_42,9,1,truth_n4_42,35.875,,benchmark_exports/traditional_resource_external_seed42,1.0061900615692139,B2B9
37,44,,,,,,,,,10,True,51,,0,24,63,external_sshr_h,4,5,truth_n4_46,9,1,truth_n4_46,48.485,,benchmark_exports/traditional_resource_external_seed42,0.0004858970642089844,27CD
23,20,,,,,,,,,6,True,29,,0,11,62,external_sshr_i_cnot,4,5,truth_n4_45,6,1,truth_n4_45,23.465,,benchmark_exports/traditional_resource_external_seed42,0.11568808555603027,4722
24,20,,,,,,,,,6,True,28,,0,10,62,external_sshr_i_t,4,5,truth_n4_45,6,1,truth_n4_45,23.480000000000004,,benchmark_exports/traditional_resource_external_seed42,0.18007993698120117,4722
29,32,,,,,,,,,10,True,39,,0,20,64,external_sshr_h,4,5,truth_n4_47,9,1,truth_n4_47,35.945,,benchmark_exports/traditional_resource_external_seed42,0.0001850128173828125,371E
27,20,,,,,,,,,10,True,35,,0,17,61,external_sshr_i_t,4,5,truth_n4_44,8,1,truth_n4_44,23.775,,benchmark_exports/traditional_resource_external_seed42,0.5344667434692383,571A
24,32,,,,,,,,,10,True,32,,0,13,63,external_sshr_i_cnot,4,5,truth_n4_46,9,1,truth_n4_46,35.57,,benchmark_exports/traditional_resource_external_seed42,0.35364675521850586,27CD
19,28,,,,,,,,,13,True,33,,0,19,65,external_sshr_h,4,5,truth_n4_48,9,1,truth_n4_48,31.445000000000004,,benchmark_exports/traditional_resource_external_seed42,0.0001590251922607422,F50B
17,28,,,,,,,,,13,True,30,,0,16,65,external_sshr_i_cnot,4,5,truth_n4_48,9,1,truth_n4_48,31.29,,benchmark_exports/traditional_resource_external_seed42,0.15528512001037598,F50B
26,32,,,,,,,,,10,True,35,,0,16,64,external_sshr_i_cnot,4,5,truth_n4_47,9,1,truth_n4_47,35.724999999999994,,benchmark_exports/traditional_resource_external_seed42,0.4187769889831543,371E
38,28,,,,,,,,,7,True,56,,0,28,66,external_sshr_h,4,5,truth_n4_49,8,1,truth_n4_49,32.64,,benchmark_exports/traditional_resource_external_seed42,0.0001628398895263672,C374
24,32,,,,,,,,,10,True,32,,0,13,63,external_sshr_i_t,4,5,truth_n4_46,9,1,truth_n4_46,35.57,,benchmark_exports/traditional_resource_external_seed42,0.9731259346008301,27CD
19,16,,,,,,,,,7,True,24,,0,11,66,external_sshr_i_cnot,4,5,truth_n4_49,8,1,truth_n4_49,19.23,,benchmark_exports/traditional_resource_external_seed42,0.46447300910949707,C374
25,20,,,,,,,,,10,True,33,,0,15,67,external_sshr_h,4,5,truth_n4_50,8,1,truth_n4_50,23.645,,benchmark_exports/traditional_resource_external_seed42,0.00012803077697753906,562B
19,16,,,,,,,,,7,True,25,,0,12,66,external_sshr_i_t,4,5,truth_n4_49,8,1,truth_n4_49,19.255000000000003,,benchmark_exports/traditional_resource_external_seed42,0.18794918060302734,C374
24,20,,,,,,,,,10,True,36,,0,18,67,external_sshr_i_cnot,4,5,truth_n4_50,8,1,truth_n4_50,23.68,,benchmark_exports/traditional_resource_external_seed42,0.18577122688293457,562B
30,24,,,,,,,,,4,True,34,,0,11,68,external_sshr_h,4,5,truth_n4_51,6,1,truth_n4_51,27.82,,benchmark_exports/traditional_resource_external_seed42,0.0003249645233154297,1A2A
17,28,,,,,,,,,13,True,30,,0,16,65,external_sshr_i_t,4,5,truth_n4_48,9,1,truth_n4_48,31.29,,benchmark_exports/traditional_resource_external_seed42,0.7853600978851318,F50B
24,20,,,,,,,,,10,True,36,,0,18,67,external_sshr_i_t,4,5,truth_n4_50,8,1,truth_n4_50,23.68,,benchmark_exports/traditional_resource_external_seed42,0.21260380744934082,562B
41,36,,,,,,,,,10,True,51,,0,20,69,external_sshr_h,4,5,truth_n4_52,10,1,truth_n4_52,40.605000000000004,,benchmark_exports/traditional_resource_external_seed42,0.003993988037109375,17BE
22,20,,,,,,,,,4,True,26,,0,8,68,external_sshr_i_cnot,4,5,truth_n4_51,6,1,truth_n4_51,23.349999999999998,,benchmark_exports/traditional_resource_external_seed42,0.30338001251220703,1A2A
22,20,,,,,,,,,4,True,26,,0,8,68,external_sshr_i_t,4,5,truth_n4_51,6,1,truth_n4_51,23.349999999999998,,benchmark_exports/traditional_resource_external_seed42,0.5007538795471191,1A2A
26,32,,,,,,,,,10,True,38,,0,19,70,external_sshr_h,4,5,truth_n4_53,5,1,truth_n4_53,35.8,,benchmark_exports/traditional_resource_external_seed42,0.00011301040649414062,6142
28,24,,,,,,,,,10,True,37,,0,14,69,external_sshr_i_cnot,4,5,truth_n4_52,10,1,truth_n4_52,27.815,,benchmark_exports/traditional_resource_external_seed42,0.3750741481781006,17BE
26,32,,,,,,,,,10,True,38,,0,19,70,external_sshr_i_cnot,4,5,truth_n4_53,5,1,truth_n4_53,35.8,,benchmark_exports/traditional_resource_external_seed42,0.3052821159362793,6142
36,44,,,,,,,,,8,True,50,,0,23,71,external_sshr_h,4,5,truth_n4_54,5,1,truth_n4_54,48.419999999999995,,benchmark_exports/traditional_resource_external_seed42,0.00011610984802246094,18C2
26,32,,,,,,,,,10,True,35,,0,16,64,external_sshr_i_t,4,5,truth_n4_47,9,1,truth_n4_47,35.724999999999994,,benchmark_exports/traditional_resource_external_seed42,1.906951904296875,371E
28,24,,,,,,,,,10,True,37,,0,14,69,external_sshr_i_t,4,5,truth_n4_52,10,1,truth_n4_52,27.815,,benchmark_exports/traditional_resource_external_seed42,0.6991772651672363,17BE
37,24,,,,,,,,,8,True,45,,0,22,72,external_sshr_h,4,5,truth_n4_55,10,1,truth_n4_55,28.375,,benchmark_exports/traditional_resource_external_seed42,0.00016832351684570312,5BE6
28,20,,,,,,,,,8,True,35,,0,17,72,external_sshr_i_cnot,4,5,truth_n4_55,10,1,truth_n4_55,23.815,,benchmark_exports/traditional_resource_external_seed42,0.4017961025238037,5BE6
26,32,,,,,,,,,8,True,30,,0,11,71,external_sshr_i_cnot,4,5,truth_n4_54,5,1,truth_n4_54,35.6,,benchmark_exports/traditional_resource_external_seed42,0.5167942047119141,18C2
33,24,,,,,,,,,7,True,47,,0,24,73,external_sshr_h,4,5,truth_n4_56,10,1,truth_n4_56,28.264999999999997,,benchmark_exports/traditional_resource_external_seed42,0.00016689300537109375,D8F5
22,20,,,,,,,,,7,True,27,,0,9,73,external_sshr_i_cnot,4,5,truth_n4_56,10,1,truth_n4_56,23.375,,benchmark_exports/traditional_resource_external_seed42,0.1595308780670166,D8F5
26,32,,,,,,,,,8,True,32,,0,13,71,external_sshr_i_t,4,5,truth_n4_54,5,1,truth_n4_54,35.65,,benchmark_exports/traditional_resource_external_seed42,0.832819938659668,18C2
30,24,,,,,,,,,8,True,36,,0,13,74,external_sshr_h,4,5,truth_n4_57,6,1,truth_n4_57,27.869999999999997,,benchmark_exports/traditional_resource_external_seed42,0.00011610984802246094,580D
26,32,,,,,,,,,10,True,34,,0,15,70,external_sshr_i_t,4,5,truth_n4_53,5,1,truth_n4_53,35.699999999999996,,benchmark_exports/traditional_resource_external_seed42,1.2992122173309326,6142
21,20,,,,,,,,,8,True,31,,0,13,74,external_sshr_i_cnot,4,5,truth_n4_57,6,1,truth_n4_57,23.435,,benchmark_exports/traditional_resource_external_seed42,0.2293851375579834,580D
29,20,,,,,,,,,9,True,37,,0,19,75,external_sshr_h,4,5,truth_n4_58,8,1,truth_n4_58,23.905,,benchmark_exports/traditional_resource_external_seed42,0.0001227855682373047,9A8D
25,20,,,,,,,,,7,True,27,,0,9,73,external_sshr_i_t,4,5,truth_n4_56,10,1,truth_n4_56,23.495,,benchmark_exports/traditional_resource_external_seed42,0.49134111404418945,D8F5
22,20,,,,,,,,,8,True,28,,0,10,74,external_sshr_i_t,4,5,truth_n4_57,6,1,truth_n4_57,23.400000000000002,,benchmark_exports/traditional_resource_external_seed42,0.27146482467651367,580D
35,44,,,,,,,,,8,True,51,,0,24,76,external_sshr_h,4,5,truth_n4_59,9,1,truth_n4_59,48.405,,benchmark_exports/traditional_resource_external_seed42,0.00019097328186035156,43B7
28,20,,,,,,,,,8,True,35,,0,17,72,external_sshr_i_t,4,5,truth_n4_55,10,1,truth_n4_55,23.815,,benchmark_exports/traditional_resource_external_seed42,0.884436845779419,5BE6
27,20,,,,,,,,,9,True,38,,0,20,75,external_sshr_i_cnot,4,5,truth_n4_58,8,1,truth_n4_58,23.849999999999998,,benchmark_exports/traditional_resource_external_seed42,0.593350887298584,9A8D
35,36,,,,,,,,,9,True,51,,0,27,77,external_sshr_h,4,5,truth_n4_60,11,1,truth_n4_60,40.435,,benchmark_exports/traditional_resource_external_seed42,0.00020194053649902344,CE9F
24,32,,,,,,,,,8,True,29,,0,10,76,external_sshr_i_cnot,4,5,truth_n4_59,9,1,truth_n4_59,35.495000000000005,,benchmark_exports/traditional_resource_external_seed42,0.5579309463500977,43B7
27,20,,,,,,,,,9,True,35,,0,17,75,external_sshr_i_t,4,5,truth_n4_58,8,1,truth_n4_58,23.775,,benchmark_exports/traditional_resource_external_seed42,0.8839340209960938,9A8D
19,16,,,,,,,,,8,True,25,,0,12,78,external_sshr_h,4,5,truth_n4_61,8,1,truth_n4_61,19.255000000000003,,benchmark_exports/traditional_resource_external_seed42,8.20159912109375e-05,B1F
19,16,,,,,,,,,8,True,24,,0,11,78,external_sshr_i_cnot,4,5,truth_n4_61,8,1,truth_n4_61,19.23,,benchmark_exports/traditional_resource_external_seed42,0.11773490905761719,B1F
24,32,,,,,,,,,8,True,29,,0,10,76,external_sshr_i_t,4,5,truth_n4_59,9,1,truth_n4_59,35.495000000000005,,benchmark_exports/traditional_resource_external_seed42,0.7851090431213379,43B7
37,36,,,,,,,,,7,True,49,,0,25,79,external_sshr_h,4,5,truth_n4_62,11,1,truth_n4_62,40.464999999999996,,benchmark_exports/traditional_resource_external_seed42,0.00021004676818847656,BACF
24,32,,,,,,,,,9,True,31,,0,12,77,external_sshr_i_cnot,4,5,truth_n4_60,11,1,truth_n4_60,35.545,,benchmark_exports/traditional_resource_external_seed42,0.5198678970336914,CE9F
22,32,,,,,,,,,7,True,29,,0,10,79,external_sshr_i_cnot,4,5,truth_n4_62,11,1,truth_n4_62,35.415000000000006,,benchmark_exports/traditional_resource_external_seed42,0.14603400230407715,BACF
27,32,,,,,,,,,8,True,35,,0,16,80,external_sshr_h,4,5,truth_n4_63,9,1,truth_n4_63,35.76499999999999,,benchmark_exports/traditional_resource_external_seed42,0.000164031982421875,759C
19,16,,,,,,,,,8,True,25,,0,12,78,external_sshr_i_t,4,5,truth_n4_61,8,1,truth_n4_61,19.255000000000003,,benchmark_exports/traditional_resource_external_seed42,0.22937297821044922,B1F
24,32,,,,,,,,,9,True,31,,0,12,77,external_sshr_i_t,4,5,truth_n4_60,11,1,truth_n4_60,35.545,,benchmark_exports/traditional_resource_external_seed42,0.726830005645752,CE9F
26,32,,,,,,,,,8,True,33,,0,14,80,external_sshr_i_cnot,4,5,truth_n4_63,9,1,truth_n4_63,35.675,,benchmark_exports/traditional_resource_external_seed42,0.4765748977661133,759C
26,32,,,,,,,,,8,True,33,,0,14,80,external_sshr_i_t,4,5,truth_n4_63,9,1,truth_n4_63,35.675,,benchmark_exports/traditional_resource_external_seed42,0.7317469120025635,759C
22,32,,,,,,,,,7,True,29,,0,10,79,external_sshr_i_t,4,5,truth_n4_62,11,1,truth_n4_62,35.415000000000006,,benchmark_exports/traditional_resource_external_seed42,0.9471759796142578,BACF
108,96,,,,,,,,,5,True,132,,0,54,6,external_sshr_h,5,6,parity_n5,16,1,parity_n5,104.84,,benchmark_exports/traditional_resource_external_seed42,0.013463258743286133,96696996
88,80,,,,,,,,,15,True,114,,0,56,7,external_sshr_h,5,6,majority_n5,16,1,majority_n5,87.78999999999999,,benchmark_exports/traditional_resource_external_seed42,0.013418912887573242,FEE8E880
5,0,,,,,,,,,5,True,9,,0,9,6,external_sshr_i_t,5,6,parity_n5,16,0,parity_n5,0.42500000000000004,,benchmark_exports/traditional_resource_external_seed42,0.08718204498291016,96696996
40,64,,,,,,,,,15,True,59,,0,28,8,external_sshr_h,5,6,threshold2_n5,26,1,threshold2_n5,68.765,,benchmark_exports/traditional_resource_external_seed42,0.0009329319000244141,FFFEFEE8
5,0,,,,,,,,,5,True,9,,0,9,6,external_sshr_i_cnot,5,6,parity_n5,16,0,parity_n5,0.42500000000000004,,benchmark_exports/traditional_resource_external_seed42,0.1407170295715332,96696996
34,72,,,,,,,,,15,True,55,,0,28,8,external_sshr_i_cnot,5,6,threshold2_n5,26,1,threshold2_n5,76.465,,benchmark_exports/traditional_resource_external_seed42,0.6714510917663574,FFFEFEE8
58,64,,,,,,,,,15,True,72,,0,27,81,external_sshr_h,5,6,truth_n5_0,14,1,truth_n5_0,69.66999999999999,,benchmark_exports/traditional_resource_external_seed42,0.0010807514190673828,89463E85
49,36,,,,,,,,,15,True,65,,0,41,7,external_sshr_i_t,5,6,majority_n5,16,1,majority_n5,41.345,,benchmark_exports/traditional_resource_external_seed42,4.829730749130249,FEE8E880
40,64,,,,,,,,,15,True,59,,0,28,8,external_sshr_i_t,5,6,threshold2_n5,26,1,threshold2_n5,68.765,,benchmark_exports/traditional_resource_external_seed42,6.309854030609131,FFFEFEE8
61,96,,,,,,,,,12,True,83,,0,39,82,external_sshr_h,5,6,truth_n5_1,19,2,truth_n5_1,104.075,,benchmark_exports/traditional_resource_external_seed42,0.0011508464813232422,1FF49B78
49,36,,,,,,,,,15,True,62,,0,38,7,external_sshr_i_cnot,5,6,majority_n5,16,1,majority_n5,41.27,,benchmark_exports/traditional_resource_external_seed42,8.211061000823975,FEE8E880
44,76,,,,,,,,,15,True,64,,0,32,81,external_sshr_i_cnot,5,6,truth_n5_0,14,1,truth_n5_0,81.03999999999999,,benchmark_exports/traditional_resource_external_seed42,8.0921311378479,89463E85
100,104,,,,,,,,,17,True,124,,0,49,83,external_sshr_h,5,6,truth_n5_2,17,2,truth_n5_2,114.35,,benchmark_exports/traditional_resource_external_seed42,0.0016050338745117188,F91E1D4C
48,56,,,,,,,,,15,True,62,,0,27,81,external_sshr_i_t,5,6,truth_n5_0,14,1,truth_n5_0,61.120000000000005,,benchmark_exports/traditional_resource_external_seed42,8.240403175354004,89463E85
48,104,,,,,,,,,12,True,67,,0,27,82,external_sshr_i_cnot,5,6,truth_n5_1,19,2,truth_n5_1,111.195,,benchmark_exports/traditional_resource_external_seed42,8.148228168487549,1FF49B78
67,80,,,,,,,,,19,True,77,,0,25,84,external_sshr_h,5,6,truth_n5_3,15,2,truth_n5_3,88.08500000000001,,benchmark_exports/traditional_resource_external_seed42,0.0010421276092529297,EC1B8CA1
58,64,,,,,,,,,12,True,72,,0,33,82,external_sshr_i_t,5,6,truth_n5_1,19,2,truth_n5_1,71.72999999999999,,benchmark_exports/traditional_resource_external_seed42,7.984104871749878,1FF49B78
54,88,,,,,,,,,17,True,72,,0,31,83,external_sshr_i_cnot,5,6,truth_n5_2,17,2,truth_n5_2,95.55,,benchmark_exports/traditional_resource_external_seed42,8.192516803741455,F91E1D4C
64,64,,,,,,,,,18,True,78,,0,33,85,external_sshr_h,5,6,truth_n5_4,14,1,truth_n5_4,70.06,,benchmark_exports/traditional_resource_external_seed42,0.0017619132995605469,60E7A113
76,80,,,,,,,,,17,True,103,,0,51,83,external_sshr_i_t,5,6,truth_n5_2,17,2,truth_n5_2,89.09500000000001,,benchmark_exports/traditional_resource_external_seed42,8.321656227111816,F91E1D4C
50,104,,,,,,,,,19,True,73,,0,33,84,external_sshr_i_cnot,5,6,truth_n5_3,15,2,truth_n5_3,111.425,,benchmark_exports/traditional_resource_external_seed42,8.147231101989746,EC1B8CA1
104,124,,,,,,,,,14,True,136,,0,57,86,external_sshr_h,5,6,truth_n5_5,15,2,truth_n5_5,134.76999999999998,,benchmark_exports/traditional_resource_external_seed42,0.0015289783477783203,142C3FE8
68,68,,,,,,,,,19,True,87,,0,43,84,external_sshr_i_t,5,6,truth_n5_3,15,2,truth_n5_3,76.45500000000001,,benchmark_exports/traditional_resource_external_seed42,8.27200198173523,EC1B8CA1
45,56,,,,,,,,,18,True,57,,0,29,85,external_sshr_i_cnot,5,6,truth_n5_4,14,1,truth_n5_4,60.94499999999999,,benchmark_exports/traditional_resource_external_seed42,8.146058797836304,60E7A113
64,64,,,,,,,,,21,True,88,,0,43,87,external_sshr_h,5,6,truth_n5_6,14,1,truth_n5_6,70.31,,benchmark_exports/traditional_resource_external_seed42,0.0010991096496582031,8D5288F1
56,60,,,,,,,,,18,True,68,,0,28,85,external_sshr_i_t,5,6,truth_n5_4,14,1,truth_n5_4,65.54,,benchmark_exports/traditional_resource_external_seed42,8.23974895477295,60E7A113
50,88,,,,,,,,,14,True,66,,0,25,86,external_sshr_i_cnot,5,6,truth_n5_5,15,2,truth_n5_5,95.24,,benchmark_exports/traditional_resource_external_seed42,8.155719995498657,142C3FE8
86,88,,,,,,,,,14,True,114,,0,52,88,external_sshr_h,5,6,truth_n5_7,15,2,truth_n5_7,97.66999999999999,,benchmark_exports/traditional_resource_external_seed42,0.0013060569763183594,4B0DBB41
60,76,,,,,,,,,14,True,72,,0,32,86,external_sshr_i_t,5,6,truth_n5_5,15,2,truth_n5_5,83.8,,benchmark_exports/traditional_resource_external_seed42,8.260756969451904,142C3FE8
42,76,,,,,,,,,21,True,66,,0,34,87,external_sshr_i_cnot,5,6,truth_n5_6,14,1,truth_n5_6,81.01,,benchmark_exports/traditional_resource_external_seed42,8.273643970489502,8D5288F1
65,88,,,,,,,,,21,True,83,,0,35,89,external_sshr_h,5,6,truth_n5_8,17,2,truth_n5_8,96.195,,benchmark_exports/traditional_resource_external_seed42,0.0010499954223632812,D453DD32
52,56,,,,,,,,,21,True,69,,0,34,87,external_sshr_i_t,5,6,truth_n5_6,14,1,truth_n5_6,61.455,,benchmark_exports/traditional_resource_external_seed42,8.333745241165161,8D5288F1
52,88,,,,,,,,,14,True,67,,0,26,88,external_sshr_i_cnot,5,6,truth_n5_7,15,2,truth_n5_7,95.345,,benchmark_exports/traditional_resource_external_seed42,8.13988995552063,4B0DBB41
37,52,,,,,,,,,15,True,45,,0,22,90,external_sshr_h,5,6,truth_n5_9,16,1,truth_n5_9,56.37499999999999,,benchmark_exports/traditional_resource_external_seed42,0.0008790493011474609,A0EE89AE
71,68,,,,,,,,,14,True,92,,0,48,88,external_sshr_i_t,5,6,truth_n5_7,15,2,truth_n5_7,76.7,,benchmark_exports/traditional_resource_external_seed42,8.260178804397583,4B0DBB41
52,104,,,,,,,,,21,True,75,,0,35,89,external_sshr_i_cnot,5,6,truth_n5_8,17,2,truth_n5_8,111.55499999999999,,benchmark_exports/traditional_resource_external_seed42,8.129860162734985,D453DD32
69,76,,,,,,,,,15,True,89,,0,36,91,external_sshr_h,5,6,truth_n5_10,20,1,truth_n5_10,82.455,,benchmark_exports/traditional_resource_external_seed42,0.0014541149139404297,9E574F7A
37,52,,,,,,,,,15,True,46,,0,23,90,external_sshr_i_cnot,5,6,truth_n5_9,16,1,truth_n5_9,56.39999999999999,,benchmark_exports/traditional_resource_external_seed42,2.7214760780334473,A0EE89AE
70,80,,,,,,,,,21,True,97,,0,45,89,external_sshr_i_t,5,6,truth_n5_8,17,2,truth_n5_8,88.705,,benchmark_exports/traditional_resource_external_seed42,8.114377975463867,D453DD32
